date,revenue,expense,profit
2026-06-28,2506821.44,1175730.8,1331090.64
2026-06-29,1977614.95,1241151.29,736463.6599999999
2026-06-30,1869355.24,1426378.7,442976.54
2026-07-01,2285420.79,1193617.82,1091802.97
2026-07-02,2207477.32,1029713.1,1177764.2199999995
2026-07-03,1885316.12,1092144.04,793172.0800000001
2026-07-04,2136265.41,1069325.33,1066940.08
2026-07-05,1816107.87,992903.58,823204.2900000002
2026-07-06,1744785.37,1242007.08,502778.29
2026-07-07,1709167.0,1469414.36,239752.6399999999
2026-07-08,1879324.35,1344401.06,534923.29
2026-07-09,1993199.77,1093247.17,899952.6000000001
2026-07-10,2184306.57,1238608.51,945698.0599999998
2026-07-11,1689824.1,1122879.12,566944.98
2026-07-12,2010844.95,1219005.19,791839.76
2026-07-13,2150622.64,1058898.57,1091724.07
2026-07-14,2242477.81,1063475.57,1179002.24
2026-07-15,2009884.24,1067330.57,942553.67
2026-07-16,2131510.65,1330306.07,801204.5799999998
2026-07-17,2171958.46,1381987.61,789970.8499999999
2026-07-18,1817249.65,1226284.34,590965.3099999998
2026-07-19,1630502.92,1575921.97,54580.94999999995
2026-07-20,1765135.94,1159650.44,605485.5
2026-07-21,1573094.19,850389.09,722705.1
2026-07-22,2099312.72,1314907.68,784405.0400000003
2026-07-23,1912085.51,1134182.95,777902.56
2026-07-24,1826397.12,1371137.11,455260.01
2026-07-25,1240670.98,1046971.73,193699.25
2026-07-26,1969110.62,953963.21,1015147.41
2026-07-27,2154877.54,1051878.79,1102998.75
2026-07-28,1490582.97,1164096.72,326486.25
2026-07-29,1805855.95,1071313.07,734542.8799999999
2026-07-30,2345027.92,1250093.12,1094934.7999999998
2026-07-31,2346651.19,1080669.66,1265981.53
2026-08-01,1879617.63,1082572.05,797045.5799999998
2026-08-02,1670215.19,1268277.76,401937.42999999993
2026-08-03,1910649.25,1194986.41,715662.8400000001
2026-08-04,2056828.86,823330.18,1233498.6800000002
2026-08-05,1994341.54,1331659.66,662681.8800000001
2026-08-06,2063177.78,1018893.13,1044284.65
2026-08-07,1892377.27,1264440.92,627936.3500000001
2026-08-08,1993461.39,1301089.78,692371.6099999999
2026-08-09,1715953.92,1073567.42,642386.5
2026-08-10,1975779.29,1172370.17,803409.1200000001
2026-08-11,2068989.46,1267741.04,801248.4199999999
2026-08-12,1849865.02,1190055.61,659809.4099999999
2026-08-13,1599291.99,1152792.47,446499.52
2026-08-14,2069052.95,1499304.69,569748.26
2026-08-15,1948299.62,1101051.36,847248.26
2026-08-16,2058131.14,1228342.69,829788.45
2026-08-17,1713960.29,1166042.95,547917.3400000001
2026-08-18,1898372.33,1261568.44,636803.8900000001
2026-08-19,2194128.65,979154.29,1214974.36
2026-08-20,2182787.37,1269931.68,912855.6900000002
2026-08-21,1973351.48,1031706.59,941644.89
2026-08-22,2175908.77,1415124.95,760783.8200000001
2026-08-23,1737840.84,1348705.15,389135.6900000002
2026-08-24,2280746.25,1330917.66,949828.59
2026-08-25,2062678.47,1185895.48,876782.99
2026-08-26,2370433.18,1011860.06,1358573.12
2026-08-27,1703417.52,1002397.05,701020.47
2026-08-28,1877285.52,1118796.4,758489.1200000001
2026-08-29,1552130.05,1032510.28,519619.77
2026-08-30,1572217.28,1026092.23,546125.05
2026-08-31,1839761.01,1232241.96,607519.05
2026-09-01,5401040.85,473207.77,1009350.19
2026-09-02,4925701.49,441075.98,959493.53
2026-09-03,5151174.89,467460.15,956294.03
2026-09-04,6030919.11,543319.63,1120913.07
2026-09-05,5280100.34,478286.67,999014.86
2026-09-06,5110035.08,458404.15,966219.82
2026-09-07,4768736.87,433185.35,874090.0
2026-09-08,5316907.97,469591.13,1038549.02
2026-09-09,6737712.1899999995,615597.59,1244860.46
2026-09-10,4260602.8,384736.69,836553.22
2026-09-11,6388599.33,576089.55,1192215.74
2026-09-12,4747571.9,425992.54,897943.02
2026-09-13,6359287.11,575431.55,1183007.11
2026-09-14,4468626.31,391388.75,902164.45
2026-09-15,6791266.04,609620.72,1297443.77
2026-09-16,4788660.16,435524.72000000003,922268.5
2026-09-17,5975985.01,533353.62,1121447.65
2026-09-18,7582306.93,675368.2,1455358.37
2026-09-19,6463921.7700000005,572018.8099999999,1219504.21
2026-09-20,6393651.14,566942.93,1221996.07
2026-09-21,4287134.38,384804.41,848645.62
2026-09-22,6306157.09,569241.41,1174770.28
2026-09-23,5526005.2,504087.49,1016042.39
2026-09-24,6830895.3100000005,614285.5,1295890.32
2026-09-25,7403459.58,670944.86,1403538.16
2026-09-26,4577335.42,415440.28,891915.85
2026-09-27,8132806.01,747134.12,1539224.94
2026-09-28,5128244.78,473982.65,956637.65
2026-09-29,4022330.37,361689.17,749619.31
2026-09-30,5764913.84,516702.38,1075215.06
