sale_id,date,order_id,customer_id,product,region,channel,units,revenue,cost,expense,profit
16153,2025-04-22 00:00:00,20066,9994,External HDD,West,Marketplace,1,5553.79,4257.74,343.64,952.42
16154,2026-05-17 00:00:00,7726,5346,Nexora Mouse,West,Retail,2,1424.1,1162.97,104.91,156.22
16155,2025-08-01 00:00:00,19215,4943,WiFi Router,South,Website,1,3685.59,2445.59,257.72,982.28
16156,2026-06-16 00:00:00,9482,828,Webcam Pro,Central,B2B,2,16371.45,11856.54,915.61,3599.31
16157,2025-11-26 00:00:00,16432,5718,Tablet 10,West,Marketplace,3,72613.19,59067.18,7838.17,5707.84
16158,2025-11-18 00:00:00,11468,2976,Surge Protector,East,B2B,2,2411.28,1885.02,194.97,331.29
16159,2025-09-25 00:00:00,10639,6603,Fitness Band,Central,B2B,1,2971.32,1846.46,200.29,924.58
16160,2025-05-19 00:00:00,9512,8732,Surge Protector,Central,Website,3,3554.17,2325.49,431.14,797.54
16161,2025-11-10 00:00:00,16848,8843,Smartwatch,East,Marketplace,2,19256.79,14488.03,1172.34,3596.42
16162,2026-02-06 00:00:00,10791,4776,Webcam HD,West,Marketplace,3,8663.98,5573.61,1050.49,2039.88
16163,2025-03-27 00:00:00,9936,9238,Fast Charger,Central,Website,1,1310.5,872.34,114.17,323.99
16164,2025-03-28 00:00:00,16759,9868,Smartwatch,Central,Retail,2,15546.74,10364.61,1503.72,3678.41
16165,2025-09-17 00:00:00,18081,2954,Smart Monitor 27,North,Retail,2,35225.09,22929.51,4046.32,8249.26
16166,2026-05-22 00:00:00,22671,4382,Mechanical Keyboard,Central,Retail,1,4094.81,3139.06,416.58,539.17
16167,2025-08-03 00:00:00,15522,4709,Fitness Band,Central,Marketplace,2,6305.76,4218.84,491.9,1595.03
16168,2025-09-08 00:00:00,4997,8819,Smartphone Pro,East,Retail,2,95203.74,76594.6,7473.18,11135.95
16169,2026-08-07 00:00:00,7028,8293,External HDD,West,Marketplace,3,17763.57,14908.07,2305.17,550.33
16170,2025-06-12 00:00:00,6750,5690,Wireless Headset,South,Marketplace,2,5638.35,3901.86,482.74,1253.74
16171,2025-08-11 00:00:00,17342,7799,Tablet Pro,South,Website,1,38072.81,30953.49,2924.33,4194.98
16172,2026-05-28 00:00:00,772,1275,WiFi Router,East,Website,1,4617.54,3324.89,454.05,838.6
16173,2025-11-12 00:00:00,14899,5361,Security Camera,West,Marketplace,3,15560.2,11796.74,1923.4,1840.07
16174,2025-03-09 00:00:00,21322,5586,UPS 1KVA,East,B2B,3,22775.33,18836.24,2373.38,1565.72
16175,2025-05-11 00:00:00,20005,6456,Webcam HD,North,Marketplace,1,2341.76,1732.61,124.93,484.21
16176,2026-08-16 00:00:00,10694,7264,Studio Headphones,North,Website,3,20514.64,17171.27,1409.6,1933.77
16177,2026-05-08 00:00:00,7479,1534,Smartphone Pro,South,Retail,3,135536.52,88981.98,10975.64,35578.89
16178,2026-08-01 00:00:00,3767,983,Gaming Laptop,South,Website,1,116024.57,96912.11,9543.13,9569.32
16179,2025-10-19 00:00:00,16204,9243,Webcam Pro,West,B2B,2,15601.45,10013.0,1417.31,4171.14
16180,2026-01-06 00:00:00,7390,3818,USB-C Hub,North,Marketplace,4,7528.77,6168.17,584.26,776.34
16181,2025-03-25 00:00:00,7564,1812,Wireless Headset,Central,Marketplace,2,6238.06,4784.95,403.15,1049.96
16182,2026-03-09 00:00:00,15417,485,4K Monitor,West,Website,2,57120.0,46934.45,6657.84,3527.71
16183,2025-12-13 00:00:00,22496,9074,SSD 2TB,South,Website,4,55074.74,43037.3,3196.01,8841.44
16184,2025-01-23 00:00:00,23550,9686,Pro Mouse,South,Marketplace,4,4560.07,3066.63,523.02,970.42
16185,2026-05-31 00:00:00,3123,3101,USB-C Hub,South,Retail,3,6688.19,4274.76,547.16,1866.27
16186,2025-09-23 00:00:00,5018,6777,Action Camera,West,Website,3,36613.78,30703.94,2332.48,3577.36
16187,2026-08-27 00:00:00,4006,8436,Business Router,South,Retail,1,17057.72,13245.0,1495.68,2317.04
16188,2026-06-22 00:00:00,18121,9078,Surge Protector,West,Marketplace,2,2533.26,2041.27,252.94,239.05
16189,2025-09-13 00:00:00,1171,8753,Ultrabook,East,Retail,1,78955.4,58802.63,4085.73,16067.04
16190,2025-01-08 00:00:00,21182,8846,Nexora Keyboard,West,Marketplace,1,1204.54,726.18,115.32,363.05
16191,2025-03-31 00:00:00,11422,1185,Nexora Mouse,East,B2B,4,2763.34,2245.86,212.1,305.39
16192,2025-06-26 00:00:00,23959,7799,Business Router,West,Website,1,14540.77,11161.57,1473.67,1905.53
16193,2025-06-30 00:00:00,5110,2587,Ultrabook,Central,B2B,2,159051.63,128782.4,19737.05,10532.19
16194,2025-08-04 00:00:00,5203,5085,Mechanical Keyboard,South,Retail,2,6551.81,4403.64,346.9,1801.27
16195,2026-08-04 00:00:00,20053,5973,Mesh Router,North,Retail,2,18810.9,13267.81,1101.99,4441.1
16196,2026-02-15 00:00:00,15942,6088,Tablet Pro,West,Retail,3,113579.81,91656.87,6654.27,15268.66
16197,2025-04-27 00:00:00,13501,7422,4K Monitor,West,Marketplace,3,86412.25,69820.51,10757.53,5834.21
16198,2026-03-05 00:00:00,5028,9425,Gaming Laptop,West,Retail,4,392404.38,309642.22,28908.64,53853.52
16199,2025-02-04 00:00:00,5312,8801,Webcam Pro,West,Marketplace,4,25354.01,17623.31,2126.43,5604.27
16200,2025-02-09 00:00:00,3729,4450,UPS 1KVA,West,Retail,1,7307.9,5774.96,442.2,1090.73
16201,2026-01-27 00:00:00,402,7602,NAS 2-Bay,South,Marketplace,1,28156.1,20119.72,2858.57,5177.81
16202,2025-05-13 00:00:00,19094,562,Bluetooth Speaker,Central,Marketplace,3,12305.44,7632.81,1518.38,3154.26
16203,2025-09-23 00:00:00,11185,5797,SSD 2TB,Central,Website,3,37632.25,25947.49,3316.26,8368.5
16204,2026-05-17 00:00:00,6582,6826,Bluetooth Speaker,West,B2B,1,4475.83,3412.08,373.41,690.34
16205,2025-08-25 00:00:00,19027,6755,Gaming Laptop,North,Website,3,286266.95,220127.24,29886.43,36253.28
16206,2025-04-27 00:00:00,24210,5588,SSD 2TB,Central,Website,2,24848.81,17981.6,2324.21,4543.0
16207,2026-08-31 00:00:00,2388,258,Nexora Keyboard,East,Website,2,3167.59,2571.69,315.43,280.47
16208,2025-06-24 00:00:00,11075,6695,SSD 2TB,Central,Marketplace,1,11004.24,8001.22,1266.71,1736.31
16209,2026-02-05 00:00:00,16824,3224,Webcam Pro,Central,Website,2,15385.09,12199.94,1642.73,1542.42
16210,2025-04-09 00:00:00,24306,7823,Fast Charger,Central,Website,2,2296.66,1883.64,134.66,278.36
16211,2025-04-09 00:00:00,5063,9259,Mini PC,West,B2B,1,37643.82,24265.36,2908.64,10469.81
16212,2026-04-04 00:00:00,13034,6559,Nexora Keyboard,North,Marketplace,2,3011.06,1913.42,155.49,942.15
16213,2026-06-30 00:00:00,18109,5282,External HDD,North,Website,2,13574.89,10944.82,974.32,1655.75
16214,2025-01-17 00:00:00,12217,3412,Action Camera,North,Website,4,45350.44,32275.49,3466.91,9608.04
16215,2026-08-16 00:00:00,19030,4092,UPS 2KVA,East,Website,1,14395.36,8999.78,1483.33,3912.24
16216,2025-07-03 00:00:00,8176,786,Mesh Router,South,Retail,2,16877.82,10168.04,1945.3,4764.48
16217,2026-08-23 00:00:00,23477,7018,Bluetooth Speaker,West,B2B,1,4720.13,3578.89,351.91,789.33
16218,2025-11-20 00:00:00,1612,2019,Smartwatch,North,B2B,1,8912.71,6883.68,942.28,1086.74
16219,2026-04-11 00:00:00,9214,1285,Business Laptop 14,East,Website,3,173821.75,105545.06,21726.64,46550.06
16220,2025-01-04 00:00:00,15172,7631,Smartwatch,East,B2B,2,16996.05,13817.52,1160.42,2018.11
16221,2025-04-06 00:00:00,1950,6369,Smartphone A,West,Retail,1,17223.39,13449.78,1098.73,2674.88
16222,2026-08-04 00:00:00,23808,9676,Smart Monitor 24,East,Website,2,25044.33,19179.17,2345.7,3519.47
16223,2025-04-11 00:00:00,14702,2179,Power Bank,West,Retail,4,6955.52,5582.75,687.25,685.51
16224,2026-06-13 00:00:00,23951,4888,Action Camera,East,Marketplace,1,14092.15,11668.03,1099.62,1324.5
16225,2025-03-13 00:00:00,12915,7004,Smart Lock,South,B2B,3,22717.07,18890.89,1989.63,1836.55
16226,2026-01-29 00:00:00,21407,9626,UPS 1KVA,West,Website,1,7806.11,6159.54,412.42,1234.16
16227,2025-08-15 00:00:00,5249,4393,Studio Headphones,Central,Marketplace,1,5954.41,3874.97,314.08,1765.35
16228,2025-09-24 00:00:00,13195,6274,SSD 2TB,West,Marketplace,4,45857.52,37718.94,2889.78,5248.8
16229,2026-03-09 00:00:00,6318,9527,UPS 1KVA,South,Website,1,7709.8,5323.64,799.89,1586.27
16230,2025-04-05 00:00:00,839,253,Wireless Headset,North,B2B,1,2914.11,2064.61,217.29,632.21
16231,2025-07-29 00:00:00,2487,7322,SSD 2TB,West,Marketplace,1,11777.03,7246.66,1261.12,3269.24
16232,2025-12-03 00:00:00,11094,1788,UPS 1KVA,East,Website,1,8377.43,6438.95,987.72,950.76
16233,2025-08-07 00:00:00,16181,7281,Webcam Pro,South,Website,3,19816.69,12395.7,1773.99,5647.0
16234,2025-05-26 00:00:00,15691,6440,Smartphone Pro,North,Retail,2,83578.83,68896.15,8349.17,6333.5
16235,2025-01-27 00:00:00,17069,637,NAS 2-Bay,Central,Retail,1,25337.57,17183.93,1675.62,6478.03
16236,2026-01-23 00:00:00,1843,2182,4K Monitor,South,Retail,1,29259.87,21111.06,1877.2,6271.61
16237,2025-02-07 00:00:00,15163,5709,Webcam Pro,West,B2B,3,19721.32,15611.13,1996.17,2114.02
16238,2025-03-30 00:00:00,14914,8841,Business Laptop 15,North,B2B,2,130292.61,91156.01,8783.2,30353.39
16239,2025-05-25 00:00:00,11969,1953,4K Monitor,South,Retail,2,60885.0,36683.24,3624.05,20577.71
16240,2026-03-13 00:00:00,20581,2626,SSD 2TB,East,Marketplace,1,13243.18,8780.85,1645.72,2816.62
16241,2025-03-16 00:00:00,18146,2655,Business Laptop 14,Central,Website,4,225115.5,157687.08,22816.61,44611.82
16242,2025-07-16 00:00:00,16487,9570,Business Laptop 15,West,B2B,1,68666.49,54108.1,5313.42,9244.97
16243,2025-02-14 00:00:00,14004,4204,UPS 1KVA,Central,Website,4,27223.72,20576.97,1400.18,5246.56
16244,2025-11-02 00:00:00,6738,4344,Smartphone Pro,Central,Retail,1,44680.38,34038.94,3365.34,7276.1
16245,2025-04-20 00:00:00,15924,1474,UPS 1KVA,Central,Retail,3,22872.02,13836.01,1232.42,7803.59
16246,2025-04-09 00:00:00,16068,8137,SSD 1TB,South,Retail,2,13754.34,11403.44,1368.49,982.4
16247,2025-07-14 00:00:00,5905,4871,Security Camera,Central,Website,2,9514.96,5907.06,1170.6,2437.3
16248,2025-06-05 00:00:00,16432,5091,Bluetooth Speaker,Central,Marketplace,1,4581.08,3254.59,548.58,777.92
16249,2025-01-30 00:00:00,1919,2521,UPS 1KVA,Central,B2B,3,20516.0,12871.47,2030.68,5613.85
16250,2025-10-01 00:00:00,5607,6514,UPS 1KVA,West,Website,2,15728.93,10304.92,921.2,4502.81
16251,2025-11-02 00:00:00,4148,7545,Nexora Keyboard,West,Website,1,1311.73,868.66,159.21,283.86
16252,2025-10-06 00:00:00,20902,9224,Business Laptop 14,South,Marketplace,2,116549.63,70038.53,10512.46,35998.63
16253,2025-09-26 00:00:00,17669,2182,Creator Laptop,South,Marketplace,3,319357.53,241107.61,26461.14,51788.77
16254,2026-08-31 00:00:00,12283,7935,Creator Laptop,North,B2B,2,219286.99,160033.71,12148.72,47104.56
16255,2025-06-17 00:00:00,21411,3280,NAS 2-Bay,Central,B2B,4,101181.03,72779.92,11401.47,16999.64
16256,2025-07-23 00:00:00,20860,5465,Fast Charger,East,Marketplace,1,1245.95,881.41,158.82,205.72
16257,2025-11-07 00:00:00,6676,2377,Webcam HD,South,Marketplace,1,2751.86,2210.63,263.45,277.77
16258,2025-02-21 00:00:00,7766,6394,Smartwatch,North,B2B,2,17847.47,12017.99,1216.76,4612.72
16259,2026-08-25 00:00:00,7369,5292,UPS 2KVA,West,B2B,1,16591.05,10671.12,1311.27,4608.67
16260,2025-11-15 00:00:00,11961,2428,Ultrabook,East,B2B,1,87344.88,69963.6,7009.72,10371.57
16261,2026-02-28 00:00:00,7095,2971,UPS 1KVA,West,Website,2,15876.08,12710.98,1566.6,1598.51
16262,2025-07-15 00:00:00,5951,839,Fitness Band,East,Marketplace,1,2793.63,2182.05,321.41,290.17
16263,2026-02-25 00:00:00,8770,3643,Smart Lock,East,Marketplace,2,16053.42,10104.6,856.13,5092.68
16264,2026-06-18 00:00:00,733,7765,Smart Lock,North,B2B,2,17359.77,10664.25,1520.83,5174.69
16265,2025-12-18 00:00:00,15749,950,Nexora Mouse,West,B2B,1,711.96,522.15,83.14,106.66
16266,2025-05-08 00:00:00,13683,6394,WiFi Router,Central,Marketplace,2,7572.74,4900.92,792.64,1879.18
16267,2026-02-20 00:00:00,5913,5344,Bluetooth Speaker,North,Website,3,14914.34,11384.12,1586.54,1943.68
16268,2026-06-05 00:00:00,23972,31,WiFi Router,North,Website,4,15845.07,12590.96,1130.38,2123.74
16269,2026-02-26 00:00:00,19145,6336,WiFi Router,South,Retail,4,15957.0,10143.45,1292.96,4520.6
16270,2026-02-08 00:00:00,3484,6034,Action Camera,South,B2B,1,15098.53,10697.6,1531.85,2869.08
16271,2025-10-09 00:00:00,18864,843,Pro Mouse,South,Retail,1,1181.7,871.31,147.69,162.7
16272,2025-04-25 00:00:00,15357,5403,Creator Laptop,East,Retail,1,98870.67,69773.34,12342.45,16754.87
16273,2026-03-14 00:00:00,11847,1854,Smart Monitor 27,North,Retail,2,33803.42,27850.3,2536.25,3416.86
16274,2025-09-04 00:00:00,4478,8885,Smartphone A,Central,Retail,4,69731.55,57581.53,3512.81,8637.22
16275,2025-05-21 00:00:00,20668,8188,Mechanical Keyboard,West,Website,1,3591.92,2880.59,258.53,452.81
16276,2025-10-27 00:00:00,7519,6158,Nexora Keyboard,East,Marketplace,2,2923.88,1800.7,238.79,884.39
16277,2025-01-14 00:00:00,15243,5284,Ultrabook,West,Marketplace,2,140332.68,116206.79,9927.39,14198.5
16278,2025-11-14 00:00:00,13094,7649,External HDD,North,B2B,4,24772.8,19404.52,3052.88,2315.4
16279,2025-11-29 00:00:00,10069,7794,Smart Monitor 27,East,Retail,2,31682.67,24228.6,1641.05,5813.02
16280,2025-08-30 00:00:00,10020,1138,Smart Monitor 27,Central,Marketplace,2,34986.91,24350.45,3405.13,7231.34
16281,2026-03-04 00:00:00,4574,4806,Studio Headphones,West,Marketplace,4,27812.34,23327.22,3353.21,1131.9
16282,2025-12-22 00:00:00,13141,661,Smart Monitor 24,East,Website,4,45934.45,28614.33,4100.05,13220.07
16283,2025-08-11 00:00:00,6737,9760,Smart Monitor 24,South,B2B,4,47201.63,38695.13,4403.72,4102.78
16284,2026-03-12 00:00:00,10499,3315,Action Camera,South,B2B,3,45716.42,37698.63,4820.26,3197.53
16285,2025-03-12 00:00:00,11654,1992,4K Monitor,North,B2B,1,28212.37,20877.72,2844.77,4489.88
16286,2025-11-04 00:00:00,21114,492,Smart Monitor 24,South,B2B,1,11903.71,9101.29,1538.48,1263.93
16287,2025-03-27 00:00:00,15641,2357,Fast Charger,Central,B2B,3,3477.11,2297.74,187.07,992.3
16288,2026-01-02 00:00:00,16146,4429,4K Monitor,South,B2B,3,86345.91,53536.83,7704.23,25104.84
16289,2025-01-11 00:00:00,835,5696,External HDD,Central,Website,2,10138.75,6822.64,759.52,2556.59
16290,2026-06-07 00:00:00,17759,4064,Smartwatch,Central,Marketplace,1,9071.46,7244.82,693.46,1133.17
16291,2025-01-20 00:00:00,13938,8954,Fitness Band,East,Retail,4,10588.06,7204.84,1170.75,2212.47
16292,2025-10-30 00:00:00,23949,5998,Smartphone Pro,East,B2B,3,144036.51,111582.7,14514.45,17939.36
16293,2026-02-10 00:00:00,3097,4803,Smart Lock,Central,Retail,2,15831.58,9529.38,1654.32,4647.88
16294,2025-09-11 00:00:00,6678,1640,Action Camera,North,B2B,1,14130.01,11436.56,898.63,1794.82
16295,2025-05-11 00:00:00,10222,3425,Surge Protector,East,Website,1,1187.86,936.45,118.94,132.47
16296,2025-05-31 00:00:00,176,3343,Webcam HD,South,Marketplace,2,5047.93,3727.45,274.84,1045.65
16297,2026-05-28 00:00:00,10477,628,Wireless Headset,Central,Marketplace,1,3234.45,2361.33,246.39,626.74
16298,2025-03-21 00:00:00,459,1435,Mesh Router,West,B2B,1,8776.76,7033.88,627.69,1115.18
16299,2026-03-09 00:00:00,9951,7554,Security Camera,West,Website,1,6105.2,3813.64,603.26,1688.31
16300,2025-06-27 00:00:00,18301,1168,Mechanical Keyboard,North,Retail,1,3232.07,2242.48,386.79,602.8
16301,2025-01-08 00:00:00,6192,7567,Smartphone Pro,South,Retail,1,39431.81,32638.8,2248.55,4544.46
16302,2025-09-04 00:00:00,9352,9285,Tablet 10,South,Retail,1,23127.35,15717.94,2173.77,5235.64
16303,2025-02-27 00:00:00,15012,965,Webcam HD,North,Marketplace,1,2261.71,1856.39,269.1,136.21
16304,2026-04-10 00:00:00,21771,8172,Tablet 10,Central,Retail,1,23173.38,15768.32,2450.96,4954.1
16305,2026-04-13 00:00:00,17914,5799,Fast Charger,West,Retail,1,1326.17,1049.73,153.16,123.28
16306,2025-05-13 00:00:00,6767,8526,Smartphone A,West,B2B,1,17930.8,14719.26,1816.01,1395.52
16307,2026-04-16 00:00:00,11427,3410,Tablet 10,North,Website,1,22709.54,13938.27,2164.56,6606.72
16308,2026-03-03 00:00:00,21873,9099,Security Camera,East,Marketplace,1,5734.36,4020.19,309.4,1404.77
16309,2026-02-16 00:00:00,2744,4247,Webcam Pro,East,Website,1,7551.3,4638.44,477.53,2435.33
16310,2025-02-18 00:00:00,3794,5641,Smartwatch,West,B2B,4,35479.42,23611.0,3142.3,8726.12
16311,2025-03-19 00:00:00,7172,7955,Smart Monitor 27,West,Marketplace,1,14635.7,12026.7,1193.33,1415.67
16312,2025-04-07 00:00:00,8105,8508,UPS 2KVA,South,Marketplace,3,40104.55,30781.31,4269.67,5053.56
16313,2026-05-13 00:00:00,24795,7158,Action Camera,Central,Website,2,30727.73,22592.56,1653.24,6481.94
16314,2025-07-18 00:00:00,9947,8583,Business Router,West,Marketplace,2,31431.32,22754.88,1675.78,7000.66
16315,2025-11-19 00:00:00,13975,6957,Fitness Band,West,Retail,1,3427.23,2577.04,179.82,670.36
16316,2025-10-13 00:00:00,7530,1620,Webcam HD,Central,Retail,3,7676.35,6189.58,530.2,956.56
16317,2026-08-31 00:00:00,407,5563,External HDD,Central,Retail,1,6409.17,5128.5,348.92,931.75
16318,2025-04-21 00:00:00,23131,5962,Webcam Pro,East,Website,1,7102.82,5896.01,561.93,644.88
16319,2026-04-19 00:00:00,11117,1373,Action Camera,East,Marketplace,1,14115.1,9039.05,952.96,4123.09
16320,2025-03-10 00:00:00,165,5838,4K Monitor,West,B2B,2,52356.96,32466.86,3733.8,16156.3
16321,2026-08-18 00:00:00,19877,9196,Fast Charger,South,Retail,2,2750.8,2167.84,143.65,439.31
16322,2025-12-11 00:00:00,14588,1030,Business Laptop 15,South,Website,2,145230.72,121318.43,14339.28,9573.01
16323,2025-06-10 00:00:00,22405,8411,Smartphone A,East,Website,1,16055.47,9899.29,1181.62,4974.55
16324,2025-09-08 00:00:00,5811,5213,Smartphone A,South,Marketplace,1,16528.69,11293.51,1226.17,4009.01
16325,2026-03-19 00:00:00,9458,962,Bluetooth Speaker,South,Marketplace,3,13826.11,9185.04,955.85,3685.22
16326,2025-09-10 00:00:00,3728,8681,Webcam Pro,South,Marketplace,2,15232.02,9729.82,794.17,4708.03
16327,2025-02-11 00:00:00,19527,4078,Smart Monitor 27,South,Retail,2,31673.82,20873.41,3889.44,6910.97
16328,2025-07-07 00:00:00,24397,6756,Webcam HD,Central,B2B,4,10128.79,6310.69,911.92,2906.17
16329,2026-07-11 00:00:00,3763,1843,Smart Lock,West,B2B,1,9422.3,7402.42,761.37,1258.52
16330,2025-08-14 00:00:00,17834,1702,Business Laptop 15,East,B2B,1,63205.64,52349.13,3428.61,7427.89
16331,2025-10-26 00:00:00,21095,9916,Creator Laptop,Central,Website,4,394777.15,242579.77,40156.58,112040.8
16332,2025-04-22 00:00:00,3273,1920,Power Bank,West,Marketplace,1,1642.42,1281.74,178.65,182.04
16333,2025-01-17 00:00:00,8797,8031,NAS 2-Bay,East,Website,1,25006.51,18606.21,1857.9,4542.4
16334,2025-06-14 00:00:00,6930,1550,Fast Charger,East,B2B,3,4130.59,2885.42,318.2,926.97
16335,2026-06-12 00:00:00,22818,7313,Smartphone A,East,B2B,2,39484.56,26915.32,2067.54,10501.69
16336,2025-11-26 00:00:00,8853,8132,Surge Protector,East,Website,1,1196.48,917.66,110.4,168.42
16337,2025-08-18 00:00:00,6893,3768,Security Camera,Central,Website,1,5472.46,3356.96,462.88,1652.62
16338,2025-11-14 00:00:00,5087,1311,Webcam HD,North,Retail,1,2570.33,1582.6,273.81,713.92
16339,2026-05-10 00:00:00,21482,9621,Studio Headphones,West,Marketplace,1,7154.47,5524.28,427.47,1202.72
16340,2026-07-05 00:00:00,24582,4989,Business Laptop 15,East,Marketplace,1,74123.64,57377.74,8797.88,7948.02
16341,2025-07-13 00:00:00,272,3222,Mesh Router,South,Marketplace,2,17436.68,11160.89,1901.34,4374.44
16342,2026-05-22 00:00:00,4458,2734,UPS 2KVA,Central,Website,1,15739.41,10903.03,1844.29,2992.09
16343,2026-05-03 00:00:00,9696,9310,SSD 1TB,South,Marketplace,2,14170.05,11173.95,1535.33,1460.77
16344,2025-01-05 00:00:00,6839,7406,Fast Charger,North,Marketplace,2,2488.57,1522.93,313.44,652.2
16345,2026-06-28 00:00:00,13860,1270,Webcam Pro,West,Retail,4,28957.47,20334.29,3573.07,5050.1
16346,2025-05-20 00:00:00,23954,7306,Smartphone Pro,West,Website,4,170252.16,122736.47,11672.79,35842.9
16347,2026-04-11 00:00:00,4876,3834,Bluetooth Speaker,East,Marketplace,4,20036.57,15287.99,1082.07,3666.51
16348,2026-06-24 00:00:00,19834,3256,Tablet Pro,East,Retail,2,72689.58,54555.95,6930.18,11203.44
16349,2025-12-15 00:00:00,20721,7791,Bluetooth Speaker,West,Retail,1,4484.86,2818.98,346.08,1319.8
16350,2025-07-11 00:00:00,11509,1697,Mechanical Keyboard,North,Retail,3,10638.26,7696.12,833.93,2108.2
16351,2026-06-04 00:00:00,16017,6144,UPS 2KVA,East,Website,4,63288.31,50988.72,7187.68,5111.91
16352,2025-10-18 00:00:00,11120,5953,Security Camera,West,Marketplace,1,5052.35,3902.43,613.39,536.53
16353,2026-04-13 00:00:00,20076,1847,Fast Charger,South,Marketplace,1,1379.17,921.2,137.71,320.26
16354,2026-02-15 00:00:00,67,3058,Fitness Band,East,B2B,1,2979.06,1959.16,181.36,838.53
16355,2025-07-15 00:00:00,3371,5993,Webcam Pro,West,Marketplace,1,7306.37,5504.83,745.36,1056.19
16356,2025-11-27 00:00:00,11139,9156,Smartphone A,South,Marketplace,1,19164.18,13384.44,1853.01,3926.74
16357,2025-05-03 00:00:00,22395,750,SSD 2TB,South,B2B,4,47660.2,30526.89,4449.68,12683.62
16358,2025-01-03 00:00:00,16710,8066,Tablet Pro,Central,Retail,1,35177.39,21143.2,3713.51,10320.67
16359,2026-02-24 00:00:00,18028,1548,Smart Monitor 24,West,B2B,1,11300.38,9194.31,1118.02,988.04
16360,2025-05-06 00:00:00,18757,6814,Business Laptop 15,Central,Marketplace,2,130178.8,104485.67,8587.29,17105.84
16361,2025-11-12 00:00:00,14238,614,Mesh Router,East,Retail,3,25653.63,20776.32,1930.3,2947.01
16362,2025-03-03 00:00:00,285,6152,Action Camera,West,Website,4,48344.12,34911.19,2676.98,10755.96
16363,2026-02-03 00:00:00,10407,2599,UPS 2KVA,North,B2B,3,40926.42,26429.14,4934.05,9563.23
16364,2025-04-12 00:00:00,2119,3689,External HDD,West,Website,1,5107.45,3669.68,635.92,801.86
16365,2025-06-01 00:00:00,19610,7843,Security Camera,West,Website,2,10009.09,7027.45,1153.69,1827.95
16366,2025-03-31 00:00:00,17047,8168,Tablet 10,North,B2B,4,84686.15,64195.41,6564.08,13926.65
16367,2026-07-12 00:00:00,17683,3983,Webcam HD,North,B2B,3,8749.63,7329.69,877.34,542.59
16368,2026-01-14 00:00:00,20164,2937,Nexora Keyboard,Central,B2B,2,2998.08,1948.26,217.87,831.95
16369,2026-02-09 00:00:00,18758,9353,Tablet Pro,East,Marketplace,1,39163.87,30362.91,4582.84,4218.12
16370,2025-09-05 00:00:00,17754,1302,Business Laptop 15,East,B2B,1,60967.33,43323.3,6761.06,10882.97
16371,2026-06-06 00:00:00,20735,1550,USB-C Hub,South,Website,1,1942.16,1526.57,228.79,186.8
16372,2025-02-10 00:00:00,1304,4683,UPS 1KVA,East,Marketplace,2,14979.9,9555.54,1788.58,3635.77
16373,2025-09-09 00:00:00,16839,739,UPS 2KVA,North,Website,4,56870.23,40172.51,4130.05,12567.67
16374,2025-02-20 00:00:00,9846,6791,Business Laptop 14,East,Marketplace,2,116491.61,79277.68,8976.55,28237.38
16375,2026-02-28 00:00:00,24032,2564,Power Bank,North,B2B,2,3432.24,2423.29,346.6,662.35
16376,2026-08-01 00:00:00,3659,3567,Creator Laptop,Central,Website,3,379388.14,311081.23,24698.05,43608.86
16377,2026-04-11 00:00:00,23223,3759,Mini PC,West,B2B,2,83953.11,61410.99,4554.49,17987.63
16378,2025-04-05 00:00:00,1898,8031,Smartwatch,East,B2B,3,25033.9,18309.9,2040.8,4683.2
16379,2026-04-25 00:00:00,13469,2338,Creator Laptop,Central,Retail,4,438053.72,270024.71,26501.47,141527.53
16380,2025-06-04 00:00:00,5065,4880,WiFi Router,Central,B2B,2,7712.76,5526.59,715.66,1470.51
16381,2025-07-31 00:00:00,17399,1448,Bluetooth Speaker,South,Retail,2,9030.22,6885.31,1074.27,1070.65
16382,2025-12-16 00:00:00,11124,3952,Power Bank,Central,Retail,2,3472.27,2340.88,252.45,878.95
16383,2025-10-03 00:00:00,11555,9263,Surge Protector,North,Retail,4,4902.97,4053.45,623.16,226.36
16384,2025-04-24 00:00:00,14615,4921,Business Router,West,Retail,2,32258.46,25700.77,2692.44,3865.25
16385,2025-11-19 00:00:00,9729,7028,Nexora Keyboard,East,Website,1,1390.8,1161.84,128.92,100.04
16386,2025-05-01 00:00:00,21778,4034,USB-C Hub,North,Retail,1,1864.06,1276.95,115.39,471.71
16387,2026-03-13 00:00:00,489,1780,Fitness Band,South,Retail,1,3522.74,2554.25,186.29,782.2
16388,2025-02-14 00:00:00,4042,7664,Smart Lock,Central,Marketplace,4,28893.75,21679.79,2984.76,4229.2
16389,2026-05-08 00:00:00,5307,7866,Mesh Router,South,Marketplace,1,9761.4,6820.7,1128.66,1812.04
16390,2026-08-20 00:00:00,18174,8563,Smart Lock,West,Website,1,8791.35,5753.35,653.77,2384.22
16391,2026-03-30 00:00:00,7097,8515,Wireless Headset,South,Website,2,6387.36,4309.06,504.51,1573.79
16392,2026-01-04 00:00:00,9650,1482,Tablet 10,North,Marketplace,2,49428.74,37305.98,5349.61,6773.15
16393,2025-09-26 00:00:00,3149,1243,SSD 2TB,East,Marketplace,1,11906.53,7617.69,949.55,3339.3
16394,2025-11-19 00:00:00,14125,3217,Smartwatch,North,Website,3,27817.86,18281.66,1453.9,8082.3
