customer_id,name,segment,region,last_purchase,orders_count,lifetime_value,risk_score
1269,Customer 01269,Consumer,East,2026-03-30,7,9302.6,56.4
1270,Customer 01270,Consumer,Central,2026-09-05,5,76616.65,78.8
1271,Customer 01271,Consumer,West,2026-06-05,2,20366.36,88.0
1272,Customer 01272,Consumer,North,2026-03-25,6,8923.45,50.4
1273,Customer 01273,SMB,Central,2026-07-18,4,5704.53,57.0
1274,Customer 01274,Consumer,East,2026-07-03,8,9733.02,41.1
1275,Customer 01275,Consumer,West,2026-09-25,10,43364.84,48.1
1276,Customer 01276,Enterprise,South,2026-05-02,5,6534.08,72.4
1277,Customer 01277,Consumer,West,2026-06-01,2,11997.37,100.0
1278,Customer 01278,Consumer,South,2026-05-01,4,34782.83,76.6
1279,Customer 01279,Consumer,South,2026-06-09,8,11206.96,42.2
1280,Customer 01280,SMB,South,2026-07-14,5,31960.13,68.1
1281,Customer 01281,Enterprise,North,2026-09-05,9,75065.79000000001,54.3
1282,Customer 01282,Consumer,Central,2026-06-11,9,16453.45,15.2
1283,Customer 01283,SMB,Central,2026-05-19,5,3932.36,60.7
1284,Customer 01284,Consumer,North,2026-09-27,7,27691.86,61.5
1285,Customer 01285,Consumer,North,2026-05-16,5,19814.01,51.6
1286,Customer 01286,Enterprise,South,2026-06-13,8,2993.18,33.9
1287,Customer 01287,Consumer,South,2026-07-17,4,9645.45,79.2
1288,Customer 01288,Consumer,Central,2026-05-09,6,3731.54,60.8
1289,Customer 01289,Consumer,South,2026-04-21,7,20713.91,41.5
1290,Customer 01290,SMB,West,2026-04-04,5,27033.79,76.5
1291,Customer 01291,Consumer,Central,2026-09-14,7,58471.399999999994,60.4
1292,Customer 01292,Consumer,East,2026-09-09,7,24291.699999999997,50.7
1293,Customer 01293,SMB,North,2026-04-16,5,12310.5,54.5
1294,Customer 01294,SMB,East,2026-09-20,5,48089.83,83.2
1295,Customer 01295,Consumer,East,2026-05-22,5,30025.88,49.2
1296,Customer 01296,Enterprise,Central,2026-05-14,5,4509.2,70.4
1297,Customer 01297,Consumer,South,2026-09-27,3,6219.21,70.0
1298,Customer 01298,Consumer,South,2026-09-01,3,202394.25,93.4
1299,Customer 01299,Enterprise,North,2026-04-05,6,9233.62,41.4
1300,Customer 01300,Consumer,East,2026-07-29,12,8717.58,27.4
1301,Customer 01301,Consumer,East,2026-07-28,6,7932.49,40.1
1302,Customer 01302,Consumer,East,2026-04-11,3,4906.55,57.7
1303,Customer 01303,Consumer,East,2026-08-27,11,4193.65,33.4
1304,Customer 01304,Consumer,East,2026-06-21,3,2098.36,90.3
1305,Customer 01305,Enterprise,South,2026-05-20,4,11803.16,65.9
1306,Customer 01306,SMB,Central,2026-09-29,8,9027.9,49.5
1307,Customer 01307,Enterprise,East,2026-06-21,8,10107.1,53.1
1308,Customer 01308,SMB,South,2026-06-25,8,17120.95,42.3
1309,Customer 01309,Consumer,South,2026-08-19,5,6691.11,48.6
1310,Customer 01310,SMB,Central,2026-09-17,8,149662.45,60.1
1311,Customer 01311,Consumer,East,2026-03-20,2,14731.26,84.3
1312,Customer 01312,Enterprise,Central,2026-07-07,7,6169.12,36.2
1313,Customer 01313,Consumer,West,2026-06-03,4,10765.15,61.2
1314,Customer 01314,SMB,North,2026-06-21,5,6258.66,60.8
1315,Customer 01315,SMB,West,2026-09-08,6,25886.989999999998,73.9
1316,Customer 01316,SMB,South,2026-09-11,7,9393.14,75.8
1317,Customer 01317,SMB,West,2026-03-05,4,2807.02,85.9
1318,Customer 01318,SMB,East,2026-08-17,5,19945.1,66.4
1319,Customer 01319,SMB,Central,2026-07-24,3,8842.39,81.6
1320,Customer 01320,Consumer,East,2026-03-26,6,7562.45,48.1
1321,Customer 01321,Consumer,North,2026-09-24,11,404532.92,25.1
1322,Customer 01322,SMB,Central,2026-09-09,5,61202.29,53.4
1323,Customer 01323,SMB,Central,2026-09-17,9,344383.51999999996,59.6
1324,Customer 01324,SMB,West,2026-04-30,3,6392.79,94.2
1325,Customer 01325,Consumer,North,2026-03-06,6,2919.88,39.9
1326,Customer 01326,Consumer,South,2026-07-31,2,4852.16,100.0
1327,Customer 01327,SMB,North,2026-08-16,5,4362.23,68.4
1328,Customer 01328,SMB,Central,2026-06-10,6,6503.29,57.5
1329,Customer 01329,Consumer,South,2026-05-26,7,15155.6,45.0
1330,Customer 01330,SMB,South,2026-08-20,5,18610.27,53.9
1331,Customer 01331,Consumer,North,2026-04-14,9,11210.68,48.6
1332,Customer 01332,Enterprise,West,2026-08-11,6,7384.46,65.1
1333,Customer 01333,SMB,North,2026-05-27,6,13648.74,65.8
1334,Customer 01334,Consumer,South,2026-06-15,2,18724.67,79.8
1335,Customer 01335,Consumer,East,2026-04-22,5,9203.15,65.6
1336,Customer 01336,Enterprise,East,2026-08-28,5,15384.65,72.9
1337,Customer 01337,SMB,North,2026-06-07,6,2252.84,48.3
1338,Customer 01338,Consumer,North,2026-09-30,7,538668.59,43.4
1339,Customer 01339,Consumer,East,2026-06-21,9,17965.7,47.1
1340,Customer 01340,Consumer,Central,2026-06-21,3,20590.81,68.9
1341,Customer 01341,Consumer,East,2026-09-19,7,18872.51,61.5
1342,Customer 01342,Consumer,East,2026-09-28,9,30661.31,36.5
1343,Customer 01343,SMB,West,2026-04-13,5,6879.76,69.9
1344,Customer 01344,Consumer,East,2026-09-11,6,66729.54000000001,56.4
1345,Customer 01345,Consumer,Central,2026-08-31,6,14651.83,58.8
1346,Customer 01346,Consumer,North,2026-06-04,8,4734.1,59.1
1347,Customer 01347,Consumer,Central,2026-04-22,5,13445.96,46.6
1348,Customer 01348,SMB,North,2026-09-23,8,37885.66,66.0
1349,Customer 01349,Consumer,East,2026-03-10,5,7190.8,51.0
1350,Customer 01350,Consumer,East,2026-07-19,7,9937.99,40.8
1351,Customer 01351,SMB,West,2026-09-29,9,349102.12000000005,73.4
1352,Customer 01352,Consumer,Central,2026-06-19,5,23304.47,63.8
1353,Customer 01353,Consumer,West,2026-04-15,6,15424.29,59.9
1354,Customer 01354,SMB,North,2026-06-06,6,14357.83,63.3
1355,Customer 01355,Consumer,East,2026-04-03,6,4502.59,68.9
1356,Customer 01356,Enterprise,North,2026-05-23,6,9781.09,61.3
1357,Customer 01357,SMB,Central,2026-06-24,7,9481.58,39.7
1358,Customer 01358,Consumer,Central,2026-04-05,10,11561.11,39.6
1359,Customer 01359,SMB,East,2026-03-21,5,28164.87,63.2
1360,Customer 01360,Enterprise,North,2026-09-11,8,11235.47,54.9
1361,Customer 01361,Consumer,North,2026-09-06,5,17576.19,62.6
1362,Customer 01362,Consumer,Central,2026-03-25,2,15703.38,99.3
1363,Customer 01363,Consumer,East,2026-07-19,7,4051.43,64.7
1364,Customer 01364,Consumer,West,2026-08-22,3,16224.48,76.5
1365,Customer 01365,Consumer,North,2026-08-07,5,6504.48,53.4
1366,Customer 01366,SMB,North,2026-09-16,5,235198.47999999998,88.3
1367,Customer 01367,Consumer,Central,2026-08-06,6,7603.05,58.4
1368,Customer 01368,Consumer,North,2026-08-16,7,5108.19,53.7
1369,Customer 01369,Consumer,Central,2026-09-02,10,40728.9,30.1
1370,Customer 01370,SMB,North,2026-04-01,4,6843.26,81.0
1371,Customer 01371,Consumer,Central,2026-06-16,8,6940.37,52.0
1372,Customer 01372,Consumer,North,2026-08-01,3,10388.8,58.1
1373,Customer 01373,Consumer,East,2026-07-08,9,4153.14,40.5
1374,Customer 01374,Consumer,South,2026-08-25,8,13626.91,48.5
1375,Customer 01375,Consumer,North,2026-08-02,6,5624.87,69.2
1376,Customer 01376,Consumer,West,2026-08-18,7,8602.56,30.0
1377,Customer 01377,Consumer,West,2026-09-26,7,156145.6,70.5
1378,Customer 01378,Consumer,North,2026-07-09,7,6029.42,68.9
1379,Customer 01379,Consumer,South,2026-05-18,6,7472.68,55.4
1380,Customer 01380,Enterprise,Central,2026-04-19,4,6190.13,73.8
1381,Customer 01381,Consumer,South,2026-05-12,10,18733.35,38.5
1382,Customer 01382,Enterprise,South,2026-03-28,4,9572.56,84.5
1383,Customer 01383,Consumer,North,2026-08-22,2,7542.46,74.6
1384,Customer 01384,SMB,East,2026-07-15,3,15606.79,62.1
1385,Customer 01385,Enterprise,East,2026-06-14,4,20912.58,68.0
1386,Customer 01386,Consumer,East,2026-05-26,5,14065.54,63.5
1387,Customer 01387,Consumer,South,2026-07-21,3,7505.01,71.7
1388,Customer 01388,Consumer,North,2026-08-29,2,3691.68,79.2
1389,Customer 01389,SMB,West,2026-09-27,8,25071.36,21.5
1390,Customer 01390,SMB,West,2026-03-13,4,22298.52,80.9
1391,Customer 01391,Consumer,East,2026-05-18,7,3311.06,46.4
1392,Customer 01392,Consumer,West,2026-09-22,8,335949.26,42.1
1393,Customer 01393,SMB,West,2026-05-09,4,12160.38,84.7
1394,Customer 01394,Consumer,South,2026-06-28,8,13866.54,30.9
1395,Customer 01395,Consumer,North,2026-05-03,8,5604.53,24.4
1396,Customer 01396,Consumer,North,2026-04-11,6,15352.33,69.2
1397,Customer 01397,Consumer,Central,2026-05-27,11,10231.4,32.6
1398,Customer 01398,Consumer,North,2026-03-09,2,23874.35,80.9
1399,Customer 01399,Enterprise,Central,2026-04-08,8,13957.61,14.9
1400,Customer 01400,Consumer,East,2026-08-30,5,23843.09,85.4
1401,Customer 01401,SMB,West,2026-09-29,11,114244.75,31.9
1402,Customer 01402,Consumer,South,2026-04-08,6,9189.06,51.7
1403,Customer 01403,Consumer,East,2026-05-23,5,3683.99,69.4
1404,Customer 01404,Consumer,North,2026-06-29,3,12725.02,95.5
1405,Customer 01405,SMB,North,2026-03-05,5,19541.91,70.9
1406,Customer 01406,Consumer,West,2026-03-15,6,30462.81,68.5
1407,Customer 01407,Consumer,North,2026-03-05,7,5825.56,60.5
1408,Customer 01408,Consumer,East,2026-09-30,12,37565.99,21.8
1409,Customer 01409,Enterprise,East,2026-06-14,6,10057.87,56.2
1410,Customer 01410,SMB,North,2026-06-25,9,10094.16,26.4
1411,Customer 01411,Consumer,West,2026-09-02,6,261667.46,76.5
1412,Customer 01412,Consumer,North,2026-07-08,8,20867.42,31.0
1413,Customer 01413,Consumer,Central,2026-07-18,8,5387.34,54.1
1414,Customer 01414,Consumer,East,2026-09-10,6,45280.02,48.1
1415,Customer 01415,Consumer,North,2026-07-30,8,6586.62,33.7
1416,Customer 01416,Consumer,Central,2026-03-11,9,3486.95,50.0
1417,Customer 01417,SMB,West,2026-09-18,8,37757.0,53.6
1418,Customer 01418,SMB,North,2026-09-25,11,44545.46,33.2
1419,Customer 01419,SMB,East,2026-09-22,8,284693.07,49.1
1420,Customer 01420,Enterprise,South,2026-09-19,8,159581.66,72.1
1421,Customer 01421,Consumer,Central,2026-09-23,6,76601.76999999999,55.6
1422,Customer 01422,Consumer,West,2026-04-06,8,2755.58,59.7
1423,Customer 01423,SMB,South,2026-05-15,7,10723.25,49.3
1424,Customer 01424,Consumer,West,2026-05-24,10,3081.57,33.5
1425,Customer 01425,SMB,North,2026-09-21,5,31086.96,73.0
1426,Customer 01426,Consumer,South,2026-05-02,6,7298.88,77.4
1427,Customer 01427,Consumer,Central,2026-04-26,5,8531.35,55.4
1428,Customer 01428,Consumer,North,2026-03-16,6,6794.47,85.9
1429,Customer 01429,Consumer,East,2026-08-19,3,2408.46,80.3
1430,Customer 01430,Consumer,West,2026-06-11,3,6632.62,93.7
1431,Customer 01431,SMB,Central,2026-08-21,5,9291.36,55.7
1432,Customer 01432,Enterprise,East,2026-09-27,10,580597.18,44.0
1433,Customer 01433,Consumer,South,2026-07-05,7,6686.63,61.7
1434,Customer 01434,Consumer,West,2026-09-15,4,218542.72,90.4
1435,Customer 01435,Consumer,East,2026-03-31,5,6636.12,57.2
1436,Customer 01436,SMB,East,2026-09-26,8,117073.99,62.0
1437,Customer 01437,Consumer,South,2026-04-04,9,7570.52,25.7
1438,Customer 01438,Consumer,East,2026-05-04,6,3300.9,78.3
1439,Customer 01439,Consumer,North,2026-05-22,6,6081.36,65.5
1440,Customer 01440,Consumer,East,2026-07-25,5,5977.48,63.6
1441,Customer 01441,Consumer,North,2026-09-12,7,83461.67,43.4
1442,Customer 01442,SMB,South,2026-05-26,7,16034.97,54.2
1443,Customer 01443,Consumer,South,2026-09-20,6,28929.54,75.2
1444,Customer 01444,SMB,East,2026-09-29,5,19163.64,68.7
1445,Customer 01445,Consumer,East,2026-07-24,5,11996.72,78.7
1446,Customer 01446,SMB,Central,2026-04-06,4,26663.83,82.5
1447,Customer 01447,Enterprise,West,2026-08-13,5,8794.15,69.8
1448,Customer 01448,Consumer,West,2026-07-24,9,9136.27,31.0
1449,Customer 01449,SMB,South,2026-07-08,5,15417.61,85.0
1450,Customer 01450,Consumer,South,2026-05-14,4,9806.44,73.2
1451,Customer 01451,Enterprise,North,2026-04-03,7,4815.2,65.7
1452,Customer 01452,Enterprise,South,2026-06-14,9,10151.84,15.0
1453,Customer 01453,Consumer,East,2026-07-06,4,15766.98,60.2
1454,Customer 01454,SMB,South,2026-06-26,5,5102.09,85.7
1455,Customer 01455,SMB,West,2026-08-09,3,2078.07,71.2
1456,Customer 01456,Consumer,South,2026-06-09,4,8698.49,68.1
1457,Customer 01457,SMB,South,2026-09-16,6,43950.84,66.6
1458,Customer 01458,Consumer,West,2026-04-03,5,4691.06,68.1
1459,Customer 01459,Consumer,Central,2026-04-21,5,3069.67,85.1
1460,Customer 01460,Consumer,West,2026-05-04,6,10797.4,61.4
1461,Customer 01461,SMB,East,2026-04-10,6,10130.75,64.5
1462,Customer 01462,SMB,Central,2026-09-02,6,7948.42,66.9
1463,Customer 01463,Consumer,South,2026-03-26,4,3674.16,66.8
1464,Customer 01464,SMB,East,2026-07-02,4,17676.94,64.8
1465,Customer 01465,Enterprise,North,2026-09-14,8,79737.46,35.9
1466,Customer 01466,Consumer,South,2026-04-11,6,7475.77,68.3
1467,Customer 01467,Consumer,South,2026-08-14,5,12333.89,44.3
1468,Customer 01468,SMB,East,2026-09-24,7,20967.71,46.6
1469,Customer 01469,SMB,South,2026-08-01,5,14477.91,77.6
1470,Customer 01470,Consumer,North,2026-07-22,5,9887.47,59.5
1471,Customer 01471,Consumer,East,2026-09-17,6,64516.64,78.3
1472,Customer 01472,Consumer,East,2026-09-19,8,137801.54,85.2
1473,Customer 01473,Consumer,West,2026-07-13,4,11328.46,95.3
1474,Customer 01474,Consumer,East,2026-06-21,7,22702.1,27.1
1475,Customer 01475,Enterprise,South,2026-04-07,7,5412.61,44.4
1476,Customer 01476,Enterprise,South,2026-04-05,6,10453.86,51.4
1477,Customer 01477,Consumer,North,2026-04-01,2,4369.43,71.8
1478,Customer 01478,Consumer,East,2026-09-21,6,545597.84,62.4
1479,Customer 01479,Consumer,West,2026-09-03,4,378006.35,93.3
1480,Customer 01480,SMB,North,2026-04-19,7,6709.13,31.1
1481,Customer 01481,Consumer,North,2026-07-25,5,15930.6,51.6
1482,Customer 01482,SMB,West,2026-09-30,10,33698.270000000004,37.4
1483,Customer 01483,Consumer,Central,2026-09-04,11,16119.34,43.2
1484,Customer 01484,Consumer,Central,2026-08-16,5,6820.09,69.4
1485,Customer 01485,SMB,North,2026-05-25,9,14454.65,37.0
1486,Customer 01486,Consumer,West,2026-04-01,6,9658.15,63.5
1487,Customer 01487,SMB,East,2026-06-25,6,10212.77,53.5
1488,Customer 01488,SMB,West,2026-07-06,5,24826.19,71.7
1489,Customer 01489,SMB,East,2026-06-27,4,14126.22,89.9
1490,Customer 01490,Consumer,North,2026-05-21,4,16734.5,67.3
1491,Customer 01491,Consumer,South,2026-05-28,4,12497.58,65.6
1492,Customer 01492,SMB,West,2026-09-29,5,50160.45999999999,58.6
1493,Customer 01493,Enterprise,Central,2026-08-10,8,28836.8,44.1
1494,Customer 01494,Consumer,East,2026-03-25,7,20946.95,57.5
1495,Customer 01495,Consumer,East,2026-09-11,8,40163.850000000006,52.1
1496,Customer 01496,Consumer,East,2026-05-23,5,8055.59,59.4
1497,Customer 01497,Enterprise,South,2026-07-28,2,12527.77,84.1
1498,Customer 01498,Consumer,East,2026-03-12,9,18185.18,6.5
1499,Customer 01499,SMB,West,2026-08-18,8,43133.98,32.7
1500,Customer 01500,SMB,West,2026-03-19,13,2141.2,10.3
1501,Customer 01501,Consumer,West,2026-06-30,5,19783.33,47.9
1502,Customer 01502,SMB,East,2026-09-19,5,30712.07,79.8
1503,Customer 01503,Consumer,North,2026-05-27,10,9998.94,26.1
1504,Customer 01504,Consumer,South,2026-06-10,6,33179.78,63.6
1505,Customer 01505,Consumer,South,2026-06-05,8,30135.23,40.1
1506,Customer 01506,Consumer,West,2026-07-30,5,9567.07,75.5
1507,Customer 01507,SMB,North,2026-05-23,8,8762.54,49.6
1508,Customer 01508,Consumer,Central,2026-05-21,6,5571.9,32.5
1509,Customer 01509,Consumer,South,2026-05-29,8,19456.83,35.8
1510,Customer 01510,Consumer,West,2026-06-14,7,3270.72,46.8
1511,Customer 01511,Consumer,West,2026-07-03,7,10221.3,40.2
1512,Customer 01512,SMB,East,2026-05-23,12,15014.01,5.8
1513,Customer 01513,Consumer,East,2026-05-25,7,3861.8,68.1
1514,Customer 01514,Consumer,North,2026-09-29,10,433875.61999999994,49.2
1515,Customer 01515,Consumer,West,2026-09-01,6,27752.670000000002,51.5
1516,Customer 01516,Consumer,East,2026-09-11,5,11105.95,79.5
1517,Customer 01517,SMB,South,2026-05-01,6,7328.54,53.7
1518,Customer 01518,Consumer,Central,2026-09-01,10,32832.75,57.7
1519,Customer 01519,Consumer,South,2026-09-23,8,240238.88,65.2
1520,Customer 01520,SMB,West,2026-03-18,8,2792.67,39.6
1521,Customer 01521,SMB,West,2026-05-03,6,11484.16,50.3
1522,Customer 01522,SMB,East,2026-08-30,4,9306.7,76.5
1523,Customer 01523,Consumer,West,2026-03-18,3,14965.02,73.0
1524,Customer 01524,SMB,North,2026-04-04,6,30114.04,45.7
1525,Customer 01525,Consumer,East,2026-08-16,10,6910.54,37.8
1526,Customer 01526,SMB,West,2026-09-21,5,99702.89,83.4
1527,Customer 01527,SMB,North,2026-08-11,2,5560.11,92.5
1528,Customer 01528,SMB,South,2026-03-13,7,5506.73,50.6
1529,Customer 01529,Enterprise,East,2026-05-30,4,9827.05,68.9
1530,Customer 01530,Consumer,South,2026-09-09,7,319242.48,70.1
1531,Customer 01531,Enterprise,Central,2026-07-08,5,11030.95,64.9
1532,Customer 01532,Consumer,Central,2026-08-07,9,5521.06,39.8
1533,Customer 01533,SMB,South,2026-07-04,4,13703.18,93.7
1534,Customer 01534,Consumer,West,2026-06-19,5,3289.46,47.5
1535,Customer 01535,Consumer,West,2026-05-05,6,9347.93,49.0
1536,Customer 01536,SMB,Central,2026-07-28,3,5604.37,77.0
1537,Customer 01537,Enterprise,South,2026-03-07,6,14151.19,53.3
1538,Customer 01538,Consumer,South,2026-07-03,6,11186.29,63.6
1539,Customer 01539,SMB,South,2026-06-30,8,2204.97,9.3
1540,Customer 01540,Consumer,West,2026-06-06,5,3948.63,71.4
1541,Customer 01541,Consumer,West,2026-03-08,5,14129.72,70.8
1542,Customer 01542,SMB,West,2026-09-12,5,35535.19,57.2
1543,Customer 01543,Consumer,Central,2026-05-06,5,10948.33,81.6
1544,Customer 01544,Enterprise,Central,2026-09-16,5,28018.48,72.4
1545,Customer 01545,Consumer,North,2026-05-12,8,5805.74,39.4
1546,Customer 01546,Consumer,Central,2026-03-31,6,8518.36,48.0
1547,Customer 01547,Consumer,East,2026-07-14,6,6175.39,61.7
1548,Customer 01548,Enterprise,North,2026-08-05,3,7987.46,77.7
1549,Customer 01549,SMB,North,2026-06-11,6,12322.73,58.8
1550,Customer 01550,Consumer,Central,2026-07-12,7,12542.87,64.5
1551,Customer 01551,SMB,North,2026-09-18,5,21349.32,84.6
1552,Customer 01552,Consumer,West,2026-09-30,8,43896.64,58.6
1553,Customer 01553,SMB,West,2026-03-24,3,3337.35,76.4
1554,Customer 01554,SMB,East,2026-09-13,8,47808.81,50.5
1555,Customer 01555,Consumer,West,2026-09-04,12,129965.56,47.5
1556,Customer 01556,Consumer,North,2026-06-17,5,6034.58,54.0
1557,Customer 01557,SMB,East,2026-09-23,6,44656.59,35.8
1558,Customer 01558,SMB,Central,2026-09-25,5,465568.38,73.5
1559,Customer 01559,Consumer,West,2026-06-18,5,8565.09,70.4
1560,Customer 01560,Consumer,West,2026-06-17,4,13015.56,69.8
1561,Customer 01561,Enterprise,Central,2026-04-25,5,13333.13,49.1
1562,Customer 01562,Consumer,West,2026-04-18,5,7570.01,68.2
1563,Customer 01563,Enterprise,West,2026-05-03,4,23154.11,52.6
1564,Customer 01564,Consumer,Central,2026-09-15,7,407273.57999999996,91.4
1565,Customer 01565,Consumer,West,2026-09-29,9,38345.090000000004,43.9
1566,Customer 01566,Consumer,South,2026-08-05,5,12755.99,53.2
1567,Customer 01567,Consumer,South,2026-07-20,9,9274.4,43.8
1568,Customer 01568,SMB,North,2026-09-04,8,25556.66,63.1
1569,Customer 01569,Consumer,South,2026-09-23,9,294364.47000000003,45.6
1570,Customer 01570,Consumer,West,2026-09-05,9,36203.969999999994,41.5
1571,Customer 01571,Consumer,Central,2026-08-25,5,74371.49,74.9
1572,Customer 01572,Consumer,South,2026-09-13,7,16998.879999999997,70.6
1573,Customer 01573,Consumer,Central,2026-03-30,4,6350.27,68.9
1574,Customer 01574,Consumer,North,2026-09-12,8,392905.48,34.0
1575,Customer 01575,Consumer,West,2026-09-30,10,67259.11,59.6
1576,Customer 01576,Consumer,West,2026-09-24,7,451964.51000000007,70.7
1577,Customer 01577,Consumer,East,2026-05-26,4,5164.74,71.6
1578,Customer 01578,Consumer,South,2026-03-25,7,3486.77,27.1
1579,Customer 01579,Enterprise,Central,2026-07-14,8,20207.74,46.8
1580,Customer 01580,Consumer,West,2026-09-05,6,75927.09,66.3
1581,Customer 01581,Consumer,Central,2026-09-28,6,190421.23,57.5
1582,Customer 01582,SMB,Central,2026-06-11,7,15789.31,39.6
1583,Customer 01583,SMB,Central,2026-09-25,5,95957.05,65.5
1584,Customer 01584,Consumer,West,2026-08-10,5,5808.1,66.0
1585,Customer 01585,Consumer,North,2026-07-09,7,39209.12,53.4
1586,Customer 01586,Consumer,Central,2026-07-31,6,12187.76,36.1
1587,Customer 01587,Consumer,South,2026-05-31,5,5297.22,45.4
1588,Customer 01588,Consumer,West,2026-05-12,6,16726.29,83.2
1589,Customer 01589,Consumer,Central,2026-06-07,3,5881.62,80.4
1590,Customer 01590,Consumer,Central,2026-09-27,11,374296.53,46.4
1591,Customer 01591,Consumer,West,2026-09-07,5,57765.020000000004,67.2
1592,Customer 01592,Consumer,North,2026-08-05,6,8437.98,81.8
1593,Customer 01593,Consumer,South,2026-09-07,10,24197.84,18.5
1594,Customer 01594,Enterprise,South,2026-08-26,3,11252.02,87.6
1595,Customer 01595,Consumer,South,2026-09-13,5,63242.06,67.5
1596,Customer 01596,Consumer,North,2026-06-20,5,7062.94,63.8
1597,Customer 01597,Consumer,West,2026-06-24,8,5574.14,25.8
1598,Customer 01598,Consumer,West,2026-03-09,3,15928.21,58.1
1599,Customer 01599,Consumer,East,2026-07-03,5,5843.88,63.6
1600,Customer 01600,Consumer,West,2026-03-31,6,24673.7,57.9
1601,Customer 01601,Consumer,Central,2026-09-26,7,32108.85,23.4
1602,Customer 01602,Enterprise,West,2026-08-29,6,10048.92,47.2
1603,Customer 01603,Enterprise,Central,2026-04-04,6,10072.47,61.8
1604,Customer 01604,Consumer,East,2026-08-26,3,1462.83,61.5
1605,Customer 01605,Consumer,North,2026-04-09,6,7049.52,70.6
1606,Customer 01606,Consumer,Central,2026-07-30,6,5812.81,71.7
1607,Customer 01607,Consumer,West,2026-04-17,7,18417.48,55.3
1608,Customer 01608,SMB,South,2026-06-02,6,7104.58,55.5
1609,Customer 01609,Consumer,South,2026-05-07,6,12165.46,68.2
1610,Customer 01610,SMB,West,2026-05-08,7,6178.8,75.6
1611,Customer 01611,Consumer,East,2026-04-20,6,14188.18,66.1
1612,Customer 01612,Consumer,South,2026-09-26,8,40332.020000000004,58.0
1613,Customer 01613,Consumer,West,2026-04-04,5,12686.56,78.2
1614,Customer 01614,Consumer,South,2026-04-06,2,34575.16,70.4
1615,Customer 01615,Consumer,West,2026-08-20,4,25566.02,80.5
1616,Customer 01616,Consumer,North,2026-04-29,7,4231.7,57.4
1617,Customer 01617,Consumer,South,2026-09-03,7,22539.949999999997,69.4
1618,Customer 01618,Enterprise,West,2026-09-12,10,13645.650000000001,45.8
1619,Customer 01619,Consumer,South,2026-09-09,8,7338.72,54.0
1620,Customer 01620,Consumer,West,2026-08-25,5,3647.75,70.9
1621,Customer 01621,Consumer,West,2026-09-01,11,19125.93,40.0
1622,Customer 01622,Consumer,Central,2026-07-30,5,3990.77,61.6
1623,Customer 01623,Consumer,Central,2026-06-25,3,17202.09,69.6
1624,Customer 01624,Enterprise,Central,2026-04-05,6,14363.31,60.0
1625,Customer 01625,Consumer,South,2026-03-17,5,4650.71,60.8
1626,Customer 01626,Consumer,North,2026-07-27,4,9078.0,74.2
1627,Customer 01627,SMB,Central,2026-07-01,8,6368.92,54.6
1628,Customer 01628,Consumer,East,2026-04-13,6,22650.18,54.1
1629,Customer 01629,Consumer,South,2026-09-30,5,171975.1,74.7
1630,Customer 01630,Enterprise,South,2026-04-01,6,6671.71,34.5
1631,Customer 01631,SMB,West,2026-09-20,8,37165.95,55.6
1632,Customer 01632,Consumer,Central,2026-06-19,8,6548.95,31.5
1633,Customer 01633,Consumer,Central,2026-03-20,10,12695.34,32.9
1634,Customer 01634,Consumer,South,2026-04-27,9,5424.45,27.6
1635,Customer 01635,Enterprise,West,2026-05-11,2,15573.08,84.4
1636,Customer 01636,SMB,South,2026-09-24,4,212669.08,71.8
1637,Customer 01637,Consumer,Central,2026-09-03,5,24377.84,84.3
1638,Customer 01638,SMB,West,2026-07-07,4,29086.92,60.9
1639,Customer 01639,Consumer,West,2026-09-21,6,59462.490000000005,72.7
1640,Customer 01640,Consumer,North,2026-09-20,8,8839.15,46.3
1641,Customer 01641,Enterprise,East,2026-07-20,8,9436.38,54.7
1642,Customer 01642,Consumer,Central,2026-06-29,6,12254.75,58.1
1643,Customer 01643,SMB,North,2026-04-11,2,6794.04,78.1
1644,Customer 01644,Enterprise,West,2026-06-03,5,16038.6,74.9
1645,Customer 01645,Consumer,North,2026-08-17,7,18488.18,58.6
1646,Customer 01646,Consumer,North,2026-03-14,8,23659.65,36.1
1647,Customer 01647,Consumer,South,2026-03-16,7,3564.53,65.8
1648,Customer 01648,Consumer,West,2026-06-03,8,18497.36,71.3
1649,Customer 01649,Enterprise,Central,2026-05-12,3,13652.92,72.7
1650,Customer 01650,Consumer,North,2026-05-31,5,8817.85,66.9
1651,Customer 01651,Consumer,North,2026-06-05,6,2741.22,74.2
1652,Customer 01652,SMB,North,2026-06-06,7,27194.46,43.6
1653,Customer 01653,Consumer,West,2026-09-15,4,68085.49,76.5
1654,Customer 01654,SMB,South,2026-07-02,8,2448.8,47.1
1655,Customer 01655,Enterprise,East,2026-03-26,4,8904.14,73.0
1656,Customer 01656,Enterprise,East,2026-07-24,5,6774.62,77.9
1657,Customer 01657,SMB,North,2026-03-15,7,32349.94,53.4
1658,Customer 01658,Consumer,Central,2026-09-05,8,37006.799999999996,57.5
1659,Customer 01659,Consumer,East,2026-04-14,10,14708.93,26.2
1660,Customer 01660,Consumer,West,2026-04-09,2,2214.77,96.5
1661,Customer 01661,Consumer,West,2026-06-03,4,8627.14,71.7
1662,Customer 01662,SMB,North,2026-07-14,3,14815.5,90.3
1663,Customer 01663,Consumer,East,2026-09-23,7,44064.96000000001,53.8
1664,Customer 01664,Consumer,East,2026-09-12,6,405314.02999999997,34.6
